target_id,PGMTL9_rmse,pb0_rmse,diff,SDF,textname,notes
nhdhr_121624092,2.840169061,2.854953708,-0.01478464698,2.916321817,Elizabeth Lake,
nhdhr_80999353,2.838577666,4.518458021,-1.679880355,4.401562024,Ojibway Lake,
nhdhr_121860658,2.835250155,2.042711107,0.7925390476,2.146594801,Pickerel Lake,
nhdhr_81002965,2.834274395,3.413963824,-0.5796894291,1.232946027,Gypsy Lake,
nhdhr_75661537,2.82985689,6.107818801,-3.277961911,1.678566641,Hills Lake,
nhdhr_80005293,2.828027401,3.691852324,-0.8638249228,2.779831592,Little Thunder Lake,
nhdhr_80003979,2.827438931,4.068717583,-1.241278652,2.392258984,Twin Lakes,
nhdhr_45723362,2.81954565,2.150773995,0.668771655,1.517590889,Camp Lake,
nhdhr_59720925,2.81929937,6.902711708,-4.083412339,1.268612221,Snowshoe Lake,
nhdhr_91595175,2.818958382,3.377640299,-0.5586819168,1.424347502,Lake Grace,
nhdhr_107074838,2.814450426,2.775784668,0.03866575791,1.431338861,Third Lake,
nhdhr_91679023,2.806523988,2.905763402,-0.09923941306,1.684180029,Mandall Lake,
nhdhr_121840225,2.803094673,2.717125515,0.08596915833,1.313112506,Tulaby Lake,
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},2.798802713,3.383330834,-0.5845281212,4.551342946,Crane Lake,
nhdhr_122851099,2.793388612,2.533437118,0.2599514938,1.368316761,Lake Cochrane,
nhdhr_121840651,2.792464492,2.948671834,-0.1562073416,2.386493706,White Earth Lake,
nhdhr_74926547,2.791958566,1.217207562,1.574751004,1.881789248,Ashegon Lake,
nhdhr_120020623,2.791078508,4.387589341,-1.596510833,1.392703772,Kimball Lake,
nhdhr_dc88b6dc-dbf2-4d42-88e3-94bef29e4195,2.79090224,2.721253003,0.069649237,3.02681175,South Farm Lake,
nhdhr_120019859,2.787877856,2.80637023,-0.01849237379,1.346249561,Little Mud Lake,
nhdhr_155417449,2.784481992,3.842322487,-1.057840494,3.264388484,Clam Lake,
nhdhr_120018454,2.777168748,1.375729011,1.401439736,2.800061485,Island Lake,
nhdhr_155445197,2.776851438,3.169453257,-0.3926018189,2.821514087,Puckaway Lake,
nhdhr_120020295,2.774709175,3.6970244,-0.9223152256,2.895684456,North Center Lake,
nhdhr_120019542,2.772113861,1.693497137,1.078616724,2.027164887,Moose Lake,
nhdhr_91691299,2.768061723,4.002127754,-1.234066031,1.101356128,,
nhdhr_{92944AC1-EA33-4DF3-B9B7-5A9B249EFC97},2.76580084,2.505253188,0.2605476523,2.082463011,Little Jay Gould Lake,
nhdhr_120020264,2.765783978,4.227820526,-1.462036548,2.155705058,Cody Lake,
nhdhr_59808243,2.762164339,2.574823604,0.1873407351,1.141755081,,
nhdhr_106350753,2.761597364,3.21947069,-0.4578733258,2.512031835,Oslo Lake,
nhdhr_146646474,2.761183821,5.586829208,-2.825645387,5.903076651,Lake Orion,
nhdhr_120018584,2.760046994,3.116334731,-0.356287737,1.460836418,Rush Lake,
nhdhr_120018510,2.754203525,1.728562643,1.025640882,1.193063794,Lake Melissa,
nhdhr_70330649,2.75241592,1.507725294,1.244690626,1.625250674,Afterglow Lake,
nhdhr_120019462,2.751717754,1.908141411,0.8435763429,4.747790302,Pokegama Lake,
nhdhr_86277261,2.74938972,2.496642244,0.2527474761,3.808384708,Loon Lake,
nhdhr_120018965,2.739167489,2.94336602,-0.2041985307,1.70692731,Long Lake,
nhdhr_76244568,2.738682692,3.255251351,-0.5165686587,5.394770781,Otter Lake 27,
nhdhr_34127075,2.736637771,2.096822836,0.6398149353,1.22190855,Lake Camelot,
nhdhr_166867645,2.736137918,2.29186931,0.4442686079,1.356356193,Hanson Lake,
nhdhr_81633594,2.733681372,4.391807967,-1.658126595,3.025602597,Lake Onamia,
nhdhr_143418975,2.733453308,6.12972594,-3.396272632,2.632453703,Stump Lake,
nhdhr_86281915,2.73276114,1.671255341,1.061505799,1.066240828,Molly Stark Lake,
nhdhr_105954081,2.73211445,3.178299339,-0.4461848892,3.722222691,Pelican Lake,
nhdhr_120018166,2.72906637,3.886271712,-1.157205342,1.197140619,Lake Charles,
nhdhr_166867879,2.725035613,4.743985482,-2.018949868,2.659344879,Little Pine Lake,
nhdhr_34242458,2.72478694,3.904436826,-1.179649886,1.380833198,Mazaska Lake,
nhdhr_45365189,2.72267251,2.421000044,0.3016724661,1.199184472,,
nhdhr_70333195,2.721805677,2.315113429,0.4066922482,1.894917196,Hasbrook Lake,
nhdhr_{841284C2-FE38-48DE-971D-2C886C0A7F72},2.7167729,4.185005091,-1.468232191,2.936191886,Little Cut Foot Sioux Lake,
nhdhr_34127389,2.714791772,4.141147393,-1.426355621,1.08494909,Pomerleau Lake,
nhdhr_91594443,2.712628503,3.741957653,-1.029329151,1.18136816,Penn Lake,
nhdhr_70332941,2.712514485,1.186926188,1.525588297,1.489392352,Franklin Lake,
nhdhr_34242642,2.710016813,2.767153122,-0.05713630939,1.204810651,French Lake,
nhdhr_120020567,2.707680775,4.098037992,-1.390357216,3.525654628,Greenwood Lake,
nhdhr_45730354,2.705218364,3.649785231,-0.9445668669,1.42154432,Lake Betsy,
nhdhr_82958273,2.702146559,2.163100787,0.5390457722,1.64243034,Curtis Lake,
nhdhr_34132253,2.700697188,3.952157436,-1.251460248,1.25903557,Diamond Lake,
nhdhr_120018013,2.69939245,5.930796309,-3.231403859,1.912182339,George Watch Lake,
nhdhr_132542847,2.693711675,2.77744101,-0.08372933499,2.037458521,Lake Bella,
nhdhr_139260762,2.692650714,2.785966728,-0.09331601403,1.619930863,Elkhart Lake,
nhdhr_120020231,2.692483877,6.358071282,-3.665587405,2.035348376,Jensen Lake,
nhdhr_34243532,2.688465109,2.742083924,-0.05361881485,1.441086181,,
nhdhr_86277937,2.687372252,2.775554423,-0.08818217082,1.375520624,West McDonald Lake,
nhdhr_86444395,2.687261642,3.513887843,-0.8266262007,1.387062225,Moosehead Lake,
nhdhr_86274381,2.681101432,2.822322714,-0.141221282,1.518940388,Little Toad Lake,
nhdhr_45364487,2.680073292,3.789880963,-1.109807671,1.381797418,Cokato Lake,
nhdhr_120019291,2.677945137,2.615015166,0.06292997059,2.532284002,Smith Lake,
nhdhr_34122432,2.67214271,5.318428337,-2.646285627,1.937532807,Henry Lake,
nhdhr_157362786,2.672058702,2.426638956,0.2454197452,2.033127701,Arkdale Lake,
nhdhr_82553304,2.668654101,4.318473278,-1.649819177,1.821686403,Sewell Lake,
nhdhr_72863809,2.66523016,5.414853975,-2.749623816,2.314270454,Wabedo Lake,
nhdhr_114539927,2.664643152,2.827760291,-0.163117139,1.474905638,Leo Lake,
nhdhr_69549281,2.660851551,2.564094271,0.09675728016,1.595384583,Little Sand Lake,
nhdhr_59720947,2.660561382,1.520246703,1.140314679,1.316399935,Pavelgrit Lake,
nhdhr_86445563,2.659394424,2.154876149,0.5045182747,1.502969128,Grindstone Lake,
nhdhr_120019919,2.656730208,4.625157924,-1.968427715,3.725303922,Ossawinnamakee Lake,
nhdhr_123272533,2.655785053,1.67427302,0.9815120325,1.300223274,Second Lake,
nhdhr_60090748,2.654122227,3.194932266,-0.5408100388,4.680222,Manistee Lake,
nhdhr_120019831,2.653802401,3.381064944,-0.7272625432,1.744911165,Grass Lake,
nhdhr_120020993,2.653715947,2.618507933,0.0352080137,1.17420346,Round Lake,
nhdhr_166867864,2.653043411,3.204236525,-0.5511931145,3.512177641,Clamshell Lake,
nhdhr_45730422,2.647885079,4.494909954,-1.847024875,1.473422621,Scott Lake,
nhdhr_120019315,2.644268945,2.855945509,-0.2116765643,1.146721399,Green Lake,
nhdhr_45731336,2.643602926,5.522314928,-2.878712002,1.264433028,Henshaw Lake,
nhdhr_47478911,2.642492953,2.297183805,0.3453091484,1.804176732,Bardon Lake,
nhdhr_120019640,2.641162199,2.89983833,-0.2586761311,2.654985091,Long Lake,
nhdhr_120020054,2.637514844,2.483254069,0.1542607754,1.708502615,Middle Lake,
nhdhr_151948834,2.634844509,2.175925146,0.4589193635,3.0178189,Balsam Lake,
nhdhr_34126696,2.630295802,3.10896124,-0.4786654384,1.361290722,Gem Lake,
nhdhr_86444775,2.627354051,2.230176147,0.3971779039,1.337418578,Passenger Lake,
nhdhr_45365117,2.624152,2.563974372,0.06017762791,1.740584997,Spring Lake,
nhdhr_69883946,2.624047078,4.785923781,-2.161876703,3.57011054,Fisher Lake,
nhdhr_120018085,2.623493126,5.093022872,-2.469529745,1.820771477,Sweeney Lake,
nhdhr_69547423,2.622788865,1.917664335,0.7051245297,1.595470464,Big Sand Lake,
nhdhr_0cb9b9cf-3f4b-4061-9608-9f965f202b85,2.621192667,4.183426951,-1.562234284,1.573184058,,
nhdhr_34127903,2.619916503,3.834527918,-1.214611415,1.139858837,Ryan Lake,
nhdhr_120019354,2.616785129,3.035144041,-0.4183589115,13.64674369,Rainy Lake,
nhdhr_91595843,2.613216034,3.098049781,-0.4848337468,1.374466761,,
nhdhr_120020821,2.612027254,2.390931136,0.2210961182,1.517278414,East Twin Lake,
nhdhr_75661225,2.611777098,1.505515351,1.106261747,1.561317427,Gilbert Lake,
nhdhr_75661683,2.610843244,3.62270533,-1.011862086,2.848448364,Lake Morris,
nhdhr_121623866,2.605735227,4.050240221,-1.444504994,1.744023458,Powers Lake,
nhdhr_86444869,2.603851667,2.042820454,0.5610312134,2.654825813,,
nhdhr_114542905,2.602647594,1.778068658,0.8245789363,1.728260769,Binagami Lake,
nhdhr_120018640,2.600071211,3.253955318,-0.6538841068,1.57010692,Hoot Lake,
nhdhr_91594509,2.596389687,2.020295639,0.5760940487,1.572435301,,
nhdhr_91681409,2.595883455,3.272277502,-0.6763940471,1.480322919,,
nhdhr_59807181,2.592007997,1.529281592,1.062726405,2.010767999,Big Stony Lake,
nhdhr_86272945,2.591284906,3.040816257,-0.4495313505,3.671961568,Elbow Lake,
nhdhr_37647943,2.589779969,3.450209529,-0.8604295601,1.205299202,,
nhdhr_121623268,2.588996102,4.943109276,-2.354113174,1.559404998,Pleasant Lake,
nhdhr_111727657,2.583551579,3.300644362,-0.7170927831,1.555574944,Net Lake,
nhdhr_167258166,2.581233889,2.634909148,-0.05367525938,1.619114481,,
nhdhr_120018852,2.580551951,2.046210996,0.5343409558,2.08942106,Dora Lake,
nhdhr_{525F0C3B-81E7-4B72-8A8C-5190C42FE618},2.579936543,5.688591176,-3.108654633,2.047665164,Wolf Lake,
nhdhr_120019715,2.569046169,6.356404712,-3.787358543,1.243912116,Lake Stella,
nhdhr_120018643,2.56853021,1.129831171,1.438699039,2.069499523,Stuart Lake,
nhdhr_120019019,2.568222949,4.138897372,-1.570674423,1.890311066,Crystal Lake,
nhdhr_106374138,2.56368116,4.041506968,-1.477825807,1.428277076,Side Lake,
nhdhr_120018700,2.563282166,2.959776977,-0.3964948112,1.638864648,Elk Lake,
nhdhr_151949047,2.562098987,4.048249812,-1.486150825,2.699803671,Lower Devils Lake,
nhdhr_120018653,2.560716856,4.23834587,-1.677629014,2.049729961,Clitherall Lake,
nhdhr_45727776,2.558371171,3.707821524,-1.149450352,1.198920928,Bass Lake,
nhdhr_120019985,2.556773685,2.18285106,0.3739226245,1.671279144,Little Pine Lake,
nhdhr_167258177,2.553276837,4.845508269,-2.292231431,3.290816526,Crooked Lake,
nhdhr_68838391,2.550802412,3.955949461,-1.405147049,5.088053737,Reservoir Pond,
nhdhr_120019718,2.549716128,3.843198954,-1.293482826,1.683383719,Fountain Lake,
nhdhr_157357173,2.549299035,2.126731116,0.4225679185,5.139087793,McDill Pond,
nhdhr_91574407,2.549166636,3.21367659,-0.6645099537,1.113482617,Duck Lake,
nhdhr_107116608,2.543884791,2.736094385,-0.1922095944,1.144871408,Donalds Lake,
nhdhr_129224756,2.543704277,2.323893532,0.2198107448,1.467453189,Shell Lake,
nhdhr_120018602,2.543518036,2.679125222,-0.1356071855,1.603058153,Walker Lake,
nhdhr_34126947,2.539985935,3.650298231,-1.110312297,1.947656923,Lost Lake,
nhdhr_45364805,2.539797913,2.088643036,0.4511548769,1.044222359,Hafften Lake,
nhdhr_155637503,2.536225948,5.131077283,-2.594851335,2.453379438,Diamond Lake,
nhdhr_120019218,2.534992178,2.66632874,-0.1313365627,3.414164101,Cedar Lake,
nhdhr_34128269,2.534824444,5.112757019,-2.577932575,2.467042437,,
nhdhr_86282087,2.533045338,2.616988543,-0.08394320448,1.658607754,,
nhdhr_86275961,2.532963498,2.606817646,-0.073854148,1.264659116,Lake Eunice,
nhdhr_69885442,2.532333385,3.590115447,-1.057782062,4.008634972,Trude Lake,
nhdhr_120018621,2.531319099,2.2196732,0.3116458991,2.366715731,East Lost Lake,
nhdhr_69546663,2.521002516,1.346154365,1.174848151,2.53866413,Clam River Flowage,
nhdhr_120020939,2.519083386,6.476589856,-3.957506469,2.495330019,Island Lake,
nhdhr_161988194,2.515278443,2.704696149,-0.189417706,2.054130769,,
nhdhr_120018228,2.514921625,3.684640684,-1.169719059,1.288439759,Swede Lake,
nhdhr_{C1AE8E9F-A731-4CF1-80BB-8887E245A2D6},2.514317607,2.448074204,0.06624340362,2.499140855,Alpine Lake 4,
nhdhr_120018443,2.514042949,2.916661404,-0.4026184558,1.456864859,Flat Lake,
nhdhr_151949888,2.513323442,3.318087098,-0.8047636562,2.420686242,Poskin Lake,
nhdhr_120020205,2.511545915,4.729946875,-2.21840096,1.193688937,Rutz Lake,
nhdhr_107071284,2.508560108,5.301135296,-2.792575189,1.576671685,,
nhdhr_120019082,2.508490062,4.685354482,-2.17686442,10.82006545,Saganaga Lake,
nhdhr_120020151,2.506828329,2.573838073,-0.06700974456,2.008184249,Alden Lake,
nhdhr_86273637,2.506741444,4.500947717,-1.994206273,2.441594883,Pickerel Lake,
nhdhr_120018620,2.506616422,2.974828889,-0.4682124671,1.420848252,Otter Tail Lake,
nhdhr_157360342,2.506160382,2.806027924,-0.2998675424,4.092072826,Altoona Lake 830,
nhdhr_120020480,2.504450073,3.96519526,-1.460745188,1.947718609,Aerie Lake,
nhdhr_75659739,2.50409158,4.308946821,-1.804855241,1.177771477,Mirror Lake,
nhdhr_120019932,2.503648303,4.159914745,-1.656266442,2.34363974,Pelican Lake,
nhdhr_120020643,2.502999468,3.178081513,-0.6750820455,2.097745103,Pike Lake,
nhdhr_123272556,2.500586532,1.328999003,1.171587529,1.937230893,Spring Lake,
nhdhr_91688765,2.499473032,3.437657718,-0.9381846864,1.258272243,Twin Lakes,
nhdhr_91682839,2.496022435,2.845547887,-0.3495254516,1.909347379,Deer Lake,
nhdhr_120018018,2.49185837,2.387102328,0.1047560416,1.413712739,Reshanau Lake,
nhdhr_120020186,2.491360563,6.23791374,-3.746553177,1.278755911,Ballantyne Lake,
nhdhr_34129201,2.490468266,3.991668636,-1.50120037,1.522535887,Wolsfeld Lake,
nhdhr_80001697,2.487162064,3.688662902,-1.201500837,1.568417826,Bower Lake,
nhdhr_120020195,2.485164748,2.290515636,0.1946491124,1.324124774,Snelling Lake,
nhdhr_120020303,2.48338764,2.324859579,0.1585280619,1.24023495,South Lindstrom Lake,
nhdhr_120019627,2.483194195,3.729476002,-1.246281807,1.882202829,Grove Lake,
nhdhr_91692157,2.482196694,4.629593764,-2.147397071,1.795837079,Markgrafs Lake,
nhdhr_120019740,2.482028173,2.77789787,-0.2958696966,1.21110354,Cedar Lake,
nhdhr_74926451,2.480872431,1.51281962,0.9680528112,1.374059423,Pike Lake,
nhdhr_120018882,2.478337327,4.306911562,-1.828574235,3.857126133,Turtle Lake,
nhdhr_142197488,2.476987158,2.508807548,-0.03182038956,3.984546647,Jones Lake,
nhdhr_91597227,2.475985729,4.116861098,-1.640875369,1.731880202,,
nhdhr_120020746,2.474252757,5.274100616,-2.799847859,3.318655438,Spider Lake,
nhdhr_34123198,2.469881285,2.970833713,-0.5009524284,1.124985281,Mud Lake,
nhdhr_91685209,2.469227155,2.302773529,0.1664536259,1.144904697,Little Comfort Lake,
nhdhr_86277751,2.466880541,1.51448479,0.9523957515,1.188580919,Paul Lake,
nhdhr_120019747,2.465315282,1.636298089,0.8290171927,2.056086275,Big Birch Lake,
nhdhr_59752687,2.465218219,2.321905611,0.1433126078,1.824783666,Big Swan Lake,
nhdhr_120020402,2.465200477,3.455317958,-0.9901174804,1.965633341,Lake Edith,
nhdhr_120018487,2.465049521,1.769134596,0.6959149251,2.430663646,Upper Cormorant Lake,
nhdhr_120018088,2.463146683,3.654484139,-1.191337455,2.137472204,Medicine Lake,
nhdhr_120018061,2.462726713,3.352176079,-0.8894493661,1.446895729,Pike Lake,
nhdhr_166867563,2.457613208,1.840810249,0.6168029596,1.539233402,Hanging Kettle Lake,
nhdhr_132542795,2.455921645,4.478747582,-2.022825937,1.429867298,Indian Lake,
nhdhr_70333279,2.453725822,2.737039188,-0.2833133666,2.360620014,Blue Lake,
nhdhr_120020279,2.453581202,2.685695534,-0.2321143327,1.931074593,Horseshoe Lake,
nhdhr_120018937,2.450615359,2.293571653,0.1570437064,1.301755395,Portage Lake,
nhdhr_68840153,2.449847612,2.047108091,0.4027395211,1.347655801,Moshawquit Lake,
nhdhr_74925773,2.449487328,3.163964609,-0.7144772811,1.25054287,Christner Lake,
nhdhr_120019290,2.447791067,2.481810475,-0.03401940754,2.209863671,Greenwood Lake,
nhdhr_114336985,2.444891046,1.757060361,0.6878306849,1.145836477,Lannon Lake,
nhdhr_120018120,2.444611444,4.015204662,-1.570593218,1.062876845,Stone Lake,
nhdhr_120020379,2.444364808,3.026694851,-0.5823300431,1.759109974,Lake McKusick,
nhdhr_74925805,2.444350694,1.252479811,1.191870883,1.65786997,Green Lake,
nhdhr_166867564,2.443848284,4.422425083,-1.978576799,1.171284617,Diamond Lake,
nhdhr_120018226,2.443845931,3.764450803,-1.320604872,2.071294412,Whaletail Lake,
nhdhr_126212067,2.443756194,3.449264689,-1.005508494,3.675168096,,
nhdhr_75655521,2.442921614,3.745867493,-1.302945879,1.17574169,Round Lake,
nhdhr_120020987,2.437926763,3.611976655,-1.174049892,2.915428092,Lake Minnewawa,
nhdhr_120019477,2.437631501,1.9628611,0.4747704005,1.320203181,Lake Bemidji,
nhdhr_120020368,2.437404134,4.393583784,-1.95617965,1.599521322,Sunset Lake,
nhdhr_120018046,2.436374573,3.262803521,-0.8264289484,1.90046587,White Bear Lake,
nhdhr_106350897,2.436085717,2.366447439,0.06963827782,2.326519775,Beast Lake,
nhdhr_75473697,2.43484971,5.580147767,-3.145298057,1.786475023,Patten Lake,
nhdhr_90768579,2.43384041,1.769968222,0.6638721881,2.072297194,Pickerel Lake,
nhdhr_120018402,2.433026141,1.889919042,0.5431070987,4.171292206,Cross Lake,
nhdhr_120020067,2.431907113,2.492491215,-0.06058410296,1.991198734,Lake Christina,
nhdhr_105567764,2.423215975,3.403976027,-0.9807600518,1.951438647,Dark Lake,
nhdhr_120020305,2.421479757,3.69259879,-1.271119032,2.318236434,School Lake,
nhdhr_120018220,2.421046483,2.623420458,-0.2023739744,1.489395437,Belle Lake,
nhdhr_45728076,2.420345274,2.537774156,-0.1174288814,1.355105426,Otter Lake,
nhdhr_114544961,2.419057297,3.778844898,-1.359787601,1.781448229,Divide Lake,
nhdhr_114544667,2.417328144,2.650701176,-0.2333730322,1.358809701,Little Wilson Lake,
nhdhr_34124496,2.416945464,3.600360179,-1.183414714,2.579840197,,
nhdhr_74926527,2.416031193,1.447418953,0.9686122393,2.129894476,Whitefish Lake,
nhdhr_34127535,2.415894553,3.447753585,-1.031859032,1.320053567,Willow Lake,
nhdhr_34132485,2.415415667,5.220341671,-2.804926004,1.509327995,La Lake,
nhdhr_109945392,2.414848694,2.035408362,0.3794403319,1.227578456,Beaver Lake,
nhdhr_166867863,2.413713893,2.367094098,0.04661979486,1.627226347,Bertha Lake,
nhdhr_120018545,2.412115405,2.750846906,-0.3387315018,2.454538109,Lake Lizzie,
nhdhr_120019861,2.411539244,4.183130492,-1.771591248,1.500496976,Clear Lake,
nhdhr_120018261,2.4097619,1.789653087,0.6201088128,3.264132208,Roosevelt Lake,
nhdhr_120018637,2.407715295,1.236719832,1.170995462,1.864527282,Norway Lake,
nhdhr_120019483,2.407476545,4.767946723,-2.360470178,4.205549772,Long Lost Lake,
nhdhr_120018345,2.406653112,3.948136801,-1.541483689,1.161175892,Lake Henry,
nhdhr_120018474,2.406044603,1.71358844,0.6924561622,2.376437556,Bijou Lake,
nhdhr_120020928,2.405655068,2.681996054,-0.2763409853,3.516008403,Wabana Lake,
nhdhr_159101759,2.40517936,7.735728676,-5.330549316,1.3831894,Lower Twin Lake,
nhdhr_121622760,2.404713027,4.213222135,-1.808509109,1.654467684,,
nhdhr_69548367,2.403706731,1.443129339,0.9605773917,1.678466507,Shell Lake,
nhdhr_120019800,2.399251351,3.416011722,-1.01676037,2.105778511,Pickerel Lake,
nhdhr_145670635,2.39924461,3.311775488,-0.9125308775,1.992630697,Lake Byron,
nhdhr_34121856,2.394645546,3.871127342,-1.476481796,1.518039602,Mill Pond,
nhdhr_59810313,2.389973222,3.123328216,-0.7333549941,1.744112087,West Twin Lake,
nhdhr_120019888,2.389853086,2.789370252,-0.3995171659,1.641867469,Moulton Lake,
nhdhr_81632514,2.389194245,3.253268845,-0.8640746008,1.287922969,Round Lake,
nhdhr_120020083,2.388481462,1.921320432,0.4671610298,2.243866144,Pomme de Terre Lakes,
nhdhr_34126978,2.387340153,5.349048271,-2.961708118,1.678830642,Meadow Lake,
nhdhr_120020551,2.386500106,2.884237379,-0.4977372728,3.41356024,Benet Lake,
nhdhr_74925831,2.386366041,1.440546689,0.9458193522,1.630071727,Lost Lake,
nhdhr_120020478,2.386290805,2.523594289,-0.1373034844,1.666155099,Nichols Lake,
nhdhr_159101704,2.38469508,1.613753103,0.7709419775,1.436664129,White Lake,
nhdhr_166867852,2.383961702,2.904179005,-0.5202173023,1.375623279,Lower Hay Lake,
nhdhr_109981376,2.383741198,3.055637487,-0.6718962892,1.795586268,,
nhdhr_152707332,2.383660347,4.014215371,-1.630555024,1.922866259,Baldwin Lake,
nhdhr_151950179,2.37791551,3.80698034,-1.42906483,1.825752984,Big Moon Lake,
nhdhr_69887030,2.375833016,3.566559394,-1.190726378,1.824987285,Crawling Stone Lake,
nhdhr_120019907,2.375551831,2.509466127,-0.1339142957,2.014466675,Ross Lake,
nhdhr_123271466,2.372806839,6.179660491,-3.806853651,1.262496234,Badger Lake,
nhdhr_145331332,2.37238942,1.557219469,0.8151699513,1.881855575,Green Lake,
nhdhr_120018493,2.371791323,3.50878158,-1.136990257,1.850968665,Detroit Lake,
nhdhr_47723989,2.370435103,3.370175219,-0.9997401158,1.751432733,Lake Alice,
nhdhr_120019543,2.366424635,3.228559925,-0.8621352898,3.340237715,Pimushe Lake,
nhdhr_150994186,2.366381913,3.702131191,-1.335749278,4.478282364,,
nhdhr_120019974,2.366270485,1.523265939,0.8430045463,1.844862678,Nord Lake,
nhdhr_90769501,2.363235364,2.583352969,-0.2201176052,2.014935781,Sandwick Lake,
nhdhr_123148216,2.362547781,3.137285791,-0.7747380101,3.713415042,Crab Lake,
nhdhr_166867880,2.361420692,2.572101932,-0.2106812397,1.738450143,West Fox Lake,
nhdhr_109981594,2.360231012,3.870650962,-1.510419951,1.831246203,Montgomery Lake,
nhdhr_120020715,2.355166862,4.358992769,-2.003825907,3.934327148,Mantrap Lake,
nhdhr_120020743,2.354640963,3.282949956,-0.928308993,2.238391292,Potato Lake,
nhdhr_70333891,2.353860682,2.610028744,-0.2561680623,2.354041704,Two Sisters Lake,
nhdhr_68838537,2.353594756,2.711264238,-0.3576694818,2.801476409,Archibald Lake,
nhdhr_120018433,2.351479468,2.756411205,-0.4049317362,1.699034321,Hoot Owl Lake,
nhdhr_106351105,2.347734431,2.981416416,-0.6336819851,3.592831734,Shoepack Lake,
nhdhr_155635976,2.343863201,5.065561028,-2.721697826,1.29274994,Lake Cora,
nhdhr_91692487,2.342774189,3.394364924,-1.051590736,2.330871527,,
nhdhr_120020040,2.340667965,1.972381182,0.3682867835,2.356005812,Swan Lake,
nhdhr_166867869,2.336436785,3.047873877,-0.7114370923,3.621463599,Rush Lake,
nhdhr_74925243,2.335513555,5.741244244,-3.405730689,2.601633689,Round Lake,
nhdhr_120018610,2.330747221,5.111014772,-2.780267551,1.119073805,Lake Jewett,
nhdhr_82817148,2.329377798,4.82262492,-2.493247122,2.228792966,Big Star Lake,
nhdhr_{62B48949-8CCC-4BA3-989E-AA1FE86C363D},2.328421279,2.914688278,-0.5862669988,2.031212582,Lake Cornelia,
nhdhr_91691781,2.326660614,4.965458545,-2.638797931,1.735662814,Downs Lake,
nhdhr_91691383,2.326466275,3.41275346,-1.086287185,1.181328942,Lake Jane,
nhdhr_120018890,2.326026217,2.392074047,-0.06604782989,1.602456235,Jessie Lake,
nhdhr_91682509,2.325692424,2.39733711,-0.07164468629,3.463812356,Indianhead Flowage,
nhdhr_86366933,2.325541582,7.880020828,-5.554479245,1.489295335,Strandness Lake,
nhdhr_120020197,2.325261698,5.832494297,-3.507232599,1.430909938,Augusta Lake,
nhdhr_120018715,2.324359163,4.575875822,-2.251516659,1.10088521,Leven Lake,
nhdhr_120019293,2.32110449,2.888242528,-0.5671380382,1.904027313,Ogechie Lake,
nhdhr_72863339,2.312952961,1.112375882,1.200577079,1.304150655,Kerr Lake,
nhdhr_58125393,2.310469526,4.459628461,-2.149158934,1.329611774,Latimer Lake,
nhdhr_120020315,2.303436556,3.108352417,-0.8049158606,1.271778425,Kroon Lake,
nhdhr_120020203,2.302659867,5.38120406,-3.078544193,1.024593678,Round Lake,
nhdhr_120019450,2.30241589,3.401352782,-1.098936892,1.511674956,Big LaSalle Lake,
nhdhr_145088870,2.301547724,2.34747115,-0.04592342625,2.285663323,Pickerel Lake,
nhdhr_120020801,2.301266759,2.095194729,0.2060720298,1.57302612,Stocking Lake,
nhdhr_157355478,2.298575835,2.814019708,-0.5154438733,1.254041895,Pike Lake,
nhdhr_120020649,2.296383894,3.342268663,-1.045884769,1.880636569,Christine Lake,
nhdhr_120017970,2.296220932,4.108259595,-1.812038662,1.258980227,Dellwater Lake,
nhdhr_91690679,2.29494088,3.662557377,-1.367616497,1.136948764,Lily Lake,
nhdhr_59722361,2.29462357,2.003145421,0.2914781488,1.651694427,Mitchell Lake,
nhdhr_45365377,2.293976484,2.173323411,0.1206530729,1.674812902,,
nhdhr_120019027,2.293489063,2.733149352,-0.4396602887,1.905973434,Pleasant Lake,
nhdhr_166867643,2.293243092,2.661499143,-0.368256051,1.76558716,Hanks Lake,
nhdhr_59722721,2.286464662,4.636309801,-2.34984514,2.354602726,Eagle Lake,
nhdhr_34119623,2.286183694,2.610961477,-0.3247777834,1.317149034,Mud Lake,
nhdhr_120018070,2.285949759,4.036543179,-1.750593421,2.133841718,Twin Lakes,
nhdhr_75475529,2.284983624,2.258086022,0.02689760228,1.815378445,Town Corner Lake,
nhdhr_34133762,2.284481375,3.259507671,-0.9750262964,1.083774421,Turbid Lake,
nhdhr_75473563,2.279805582,2.3097013,-0.02989571768,1.108720334,Lost Lake,
nhdhr_70332997,2.279771671,3.450873714,-1.171102043,3.815582813,Minocqua Lake,
nhdhr_120018007,2.279086067,4.98126606,-2.702179993,1.520713149,Mill Pond,
nhdhr_59720465,2.277509616,4.710074593,-2.432564977,1.20260555,Marion Lake,
nhdhr_81633056,2.277493054,2.381401087,-0.1039080325,2.049285681,Whitefish Lake,
nhdhr_80995367,2.277023163,3.542532195,-1.265509032,3.980007824,Portage Lake,
nhdhr_120020863,2.275920426,1.339765506,0.9361549198,6.89927636,Lake Mohawksin,
nhdhr_120020615,2.274968833,3.539887529,-1.264918697,1.344815016,Boys Lake,
nhdhr_91593409,2.274063516,3.203268077,-0.9292045617,1.385307798,Minnetoga Lake,
