target_id,PGMTL9_rmse,pb0_rmse,diff,SDF,textname,notes
nhdhr_121624992,5.951563835,7.680227729,-1.728663895,2.036403646,Round Lake,
nhdhr_76245428,5.912212019,7.676576458,-1.764364439,3.402862569,Lake Wissota,
nhdhr_120019661,5.873207239,3.378056996,2.495150243,1.131192233,,
nhdhr_{80C32262-282F-4E1E-B62B-3884FDAEB265},5.763284126,3.573053705,2.190230421,1.338270751,Astrid Lake,
nhdhr_109992116,5.696030214,12.08299463,-6.386964413,1.508658462,,
nhdhr_34133697,5.611625367,4.417951497,1.19367387,1.222456417,Church Lake,
nhdhr_109945626,5.575337469,3.738796694,1.836540775,1.204403091,Miners Lake,
nhdhr_106351301,5.523832131,5.182728693,0.3411034379,1.5030918,Quarter Line Lake,
nhdhr_45337397,5.46276151,8.405707898,-2.942946388,1.479865767,Peter Lake,
nhdhr_75656773,5.429577948,3.348521772,2.081056177,1.558399066,Collins Lake,
nhdhr_86279913,5.344003109,1.543089123,3.800913986,1.799041485,Buchanan Lake,
nhdhr_120018542,5.301709878,2.072897218,3.22881266,1.731185999,Crystal Lake,
nhdhr_152372580,5.296445485,1.120389065,4.176056421,1.223073012,Little Partridge Lake,
nhdhr_69886722,5.255291915,1.878267296,3.377024619,3.28973739,Pokegama Lake,
nhdhr_121650643,5.235513883,8.235375621,-2.999861738,3.713274865,Channel Lake,
nhdhr_120019617,5.208446201,3.20658895,2.001857251,1.868587233,,
nhdhr_34128205,5.170199034,4.39002523,0.7801738038,1.413333115,Crystal Lake,
nhdhr_69544695,5.146819056,2.354222681,2.792596374,3.19438453,Upper Eau Claire Lake,
nhdhr_121622964,5.087632476,5.263303845,-0.1756713695,1.470800311,Phantom Lake,
nhdhr_106374394,5.047614493,2.261092846,2.786521647,1.816847106,South Sturgeon Lake,
nhdhr_47705131,4.997485336,6.204805814,-1.207320478,2.173947096,Rabideau Lake,
nhdhr_143248691,4.992985023,5.144694658,-0.1517096349,2.645180342,Little Friess Lake,
nhdhr_58125883,4.968296134,2.04002465,2.928271483,1.399841246,Lake Cowdrey,
nhdhr_{060CC69F-5D91-4F31-A30D-79A0723427C7},4.963961466,4.326576895,0.6373845703,2.799565203,Nels Lake,
nhdhr_120018895,4.902361242,6.506555453,-1.604194211,4.429040405,Gunn Lake,
nhdhr_151948613,4.897210183,5.496616935,-0.599406752,5.336004784,Long Lake,
nhdhr_145607036,4.802367349,7.481055576,-2.678688228,2.299792267,Pierce Lake,
nhdhr_155636695,4.796965514,2.216605413,2.580360101,1.853087081,Fishers Lake,
nhdhr_87818883,4.748219841,3.038922533,1.709297308,1.192181488,Rose Lake,
nhdhr_74928167,4.704988327,7.589345885,-2.884357558,2.845995885,,
nhdhr_80006603,4.683641687,4.039052672,0.6445890143,1.777343745,,
nhdhr_106374256,4.664376753,5.394575207,-0.730198454,1.427862249,West Sturgeon Lake,
nhdhr_75651475,4.660110558,3.515084978,1.14502558,1.054779278,Devils Lake,
nhdhr_69886104,4.640916117,4.603382069,0.03753404858,1.450297519,Diamond Lake,
nhdhr_59747193,4.639679718,3.560902181,1.078777537,2.107062721,Rabbit Lake,
nhdhr_155443832,4.638515453,2.219675882,2.418839571,1.454969911,White Lake,
nhdhr_145757037,4.632466864,7.647934919,-3.015468055,3.064412779,Lake George,
nhdhr_45726710,4.589763391,7.073782222,-2.484018831,1.552295429,Weigand Lake,
nhdhr_141291858,4.58110518,3.834152587,0.7469525938,2.772204932,Black Hawk Lake,
nhdhr_121859009,4.510489492,5.493360245,-0.982870752,1.904935327,Shingle Lake,
nhdhr_58126057,4.509603469,3.303304854,1.206298616,2.275079007,Lake Victoria,
nhdhr_121859022,4.502216678,4.316422266,0.1857944124,3.182532587,Lake George,
nhdhr_152518175,4.496663256,2.782500052,1.714163204,1.88813176,Sherman Lake,
nhdhr_32732535,4.49525728,1.541437151,2.953820129,1.692380222,Rice Lake,
nhdhr_60087894,4.492345429,3.234466856,1.257878573,1.10144347,Bear Lake,
nhdhr_106374542,4.483554138,3.46300754,1.020546598,2.793742265,Long Lake,
nhdhr_47705433,4.468731871,4.79039436,-0.3216624895,1.659171879,Black Lake,
nhdhr_156039143,4.462562116,5.792558218,-1.329996102,2.593604944,Ludden Lake,
nhdhr_121841863,4.462223526,6.795317415,-2.333093889,4.246932523,,
nhdhr_69887454,4.454994904,5.839225097,-1.384230193,3.094360825,Big Falls Flowage,
nhdhr_120020970,4.434454299,3.504755525,0.9296987746,1.261959272,Hay Lake,
nhdhr_155417639,4.417502579,4.911035765,-0.4935331868,3.724046629,Arbutus Lake,
nhdhr_121650572,4.40277354,7.333564129,-2.930790589,3.240370617,Lake Catherine,
nhdhr_58126421,4.399790287,6.714770228,-2.314979942,1.269113448,Lake Andrew,
nhdhr_106351401,4.399076955,2.837015669,1.562061286,1.572331715,Agnes Lake,
nhdhr_58124875,4.395741115,4.323914839,0.07182627556,2.317346159,Lake Ida,
nhdhr_45379852,4.352862812,1.992181016,2.360681796,1.249499991,Bass Lake,
nhdhr_69886650,4.352528423,5.516803096,-1.164274673,13.14169798,Turtle Flambeau Flowage,
nhdhr_74926427,4.306023279,6.445053337,-2.139030058,16.18914533,Lake Chippewa,
nhdhr_59723967,4.248370954,2.36806668,1.880304274,2.406455671,Island Lake,
nhdhr_68840139,4.245365167,6.223235948,-1.977870781,7.702622555,Legend Lake,
nhdhr_90771055,4.213649632,6.812310839,-2.598661207,3.358479578,Big Island Lake,
nhdhr_150436722,4.206579269,3.991870869,0.2147083998,2.133456493,Chippewa Lake,
nhdhr_120018246,4.17687314,2.430418158,1.746454983,1.563888859,Anna Lake,
nhdhr_{FC72A63A-BA3C-437A-8CE8-32619BA3703A},4.168498244,1.913907378,2.254590866,2.084184781,,
nhdhr_120018631,4.132023683,3.901410742,0.2306129413,1.317935917,Lake Blanche,
nhdhr_45365487,4.110494659,2.527398852,1.583095807,1.137381193,Rattail Lake,
nhdhr_120019976,4.10611589,4.900638174,-0.7945222842,4.552288912,Cedar Lake,
nhdhr_120020414,4.103219731,3.035863603,1.067356128,3.31246215,Colby Lake,
nhdhr_59720777,4.07499456,2.25594132,1.81905324,2.344002458,Leavitt Lake,
nhdhr_91681633,4.073768174,6.463004659,-2.389236484,4.003691655,Horseshoe Lake,
nhdhr_106373994,4.067871018,3.995996127,0.07187489139,2.112962803,Little Bear Lake,
nhdhr_105953803,4.049617773,3.502388326,0.5472294466,2.210272897,Kjostad Lake,
nhdhr_120020420,4.013135518,3.080145193,0.9329903253,1.822090215,Manganika Lake,
nhdhr_120020983,4.012819147,5.95226694,-1.939447792,5.730668185,Big Sandy Lake,
nhdhr_58125473,3.99481678,3.037815105,0.9570016747,1.480676564,Lake Darling,
nhdhr_87818061,3.991683133,4.594528037,-0.6028449046,1.585824359,Indian Lake,
nhdhr_45382070,3.977475498,3.703527118,0.2739483803,1.554848159,Kings Lake,
nhdhr_45380484,3.975141767,1.762930601,2.212211166,1.494349083,Long Lake,
nhdhr_106351361,3.968779085,1.916817597,2.051961488,1.666142627,Ek (Leif) Lake,
nhdhr_75655587,3.961070223,1.857714313,2.10335591,1.713779995,Grass Lake,
nhdhr_120018248,3.955861025,2.824695804,1.131165221,1.164965275,Blue Lake,
nhdhr_167258108,3.929492773,2.87507398,1.054418792,2.331231671,Lake Margaret,
nhdhr_120018680,3.922415307,3.435803717,0.48661159,1.386250116,Devils Lake,
nhdhr_155444180,3.919220361,4.984136883,-1.064916522,1.117476461,Parker Lake,
nhdhr_45366013,3.913156652,1.215289295,2.697867358,1.430051545,Collinwood Lake,
nhdhr_159107905,3.901775703,5.554626975,-1.652851272,1.191584534,Teal Lake,
nhdhr_120018770,3.891355786,3.117111602,0.7742441842,1.420056045,Games Lake,
nhdhr_58125277,3.888374575,3.688660835,0.1997137398,1.646608036,Lake Le Homme Dieu,
nhdhr_120018658,3.870558821,3.738126559,0.1324322622,3.926899557,,
nhdhr_120018332,3.861656231,2.768532655,1.093123575,1.569019076,Lake Miltona,
nhdhr_72861965,3.856303135,6.317603228,-2.461300092,2.126236159,Hovde Lake,
nhdhr_34132533,3.832030445,3.993133269,-0.1611028242,1.319253962,Mother Lake,
nhdhr_123270916,3.829838782,2.500295021,1.329543761,1.718822631,Johnson Lake,
nhdhr_155442361,3.823458093,3.143049378,0.6804087154,1.782069449,Silver Lake,
nhdhr_106350797,3.822237286,4.746459563,-0.9242222769,2.119148679,Brown Lake,
nhdhr_120018495,3.806081307,1.805760172,2.000321135,1.277705107,Lake Sallie,
nhdhr_80995515,3.79708108,3.529184564,0.2678965157,4.722875972,Tucker Lake,
nhdhr_120019517,3.79123657,1.365794493,2.425442077,1.051877879,Grace Lake,
nhdhr_155636428,3.790686178,4.443901432,-0.6532152545,1.98215499,Portage Lake,
nhdhr_86276475,3.781622324,5.640010542,-1.858388218,1.269036926,Wimar Lake,
nhdhr_155636718,3.778919332,3.444354094,0.3345652384,1.260182209,,
nhdhr_80005877,3.765274957,3.839334373,-0.07405941583,1.231100315,Shumway Lake,
nhdhr_120020990,3.751823116,1.895802691,1.856020425,1.897822847,Island Lake,
nhdhr_81641151,3.748233776,4.622528393,-0.8742946175,2.006052347,Long Lake,
nhdhr_120018530,3.743203341,3.479325703,0.2638776377,2.128312091,Tamarack Lake,
nhdhr_81002349,3.732857397,4.663104797,-0.9302474008,2.5624759,Section Twenty-nine Lake,
nhdhr_74928737,3.732591876,4.481245131,-0.7486532542,6.42790108,Holcombe Flowage,
nhdhr_120018346,3.732564689,2.105596658,1.626968032,1.442649938,Lake Geneva,
nhdhr_80005831,3.719968061,2.525378919,1.194589142,1.542537113,Savanna Lake,
nhdhr_74925275,3.719722296,1.685449535,2.034272761,1.724861404,Clear Lake,
nhdhr_143249366,3.714262348,4.09176935,-0.3775070026,1.459840873,Silver Lake,
nhdhr_59745695,3.698636357,1.965960193,1.732676165,1.304459768,Turner Lake,
nhdhr_120019722,3.685288075,4.84978474,-1.164496665,1.395873363,Lake Minnie-Belle,
nhdhr_69886902,3.672841667,1.948046164,1.724795503,2.455460461,Flambeau Lake,
nhdhr_70331829,3.671348528,2.748980717,0.9223678113,1.264832412,Roach Lake,
nhdhr_120019802,3.656854543,2.800263439,0.8565911036,2.295121659,Long Lake,
nhdhr_90770147,3.656613181,3.672682841,-0.01606966052,2.310537744,Big Too Much Lake,
nhdhr_75653819,3.631384386,4.060178858,-0.4287944721,1.066548967,Round Lake,
nhdhr_120019773,3.627753361,4.418117314,-0.7903639523,2.693897721,Long Lake,
nhdhr_81632554,3.627138624,3.85803521,-0.2308965864,1.256749342,Kenney Lake,
nhdhr_120018623,3.624872807,5.091391556,-1.466518749,1.75937231,Pleasant Lake,
nhdhr_107116606,3.623435693,3.64723395,-0.02379825712,1.208475593,Portage Lake,
nhdhr_70337833,3.614001137,3.855750089,-0.241748952,2.055173171,Pickerel Lake,
nhdhr_120019732,3.608081644,4.230837208,-0.6227555638,2.01806367,Lake Osakis,
nhdhr_75652193,3.605910273,2.650929021,0.9549812521,1.789999428,Windfall Lake,
nhdhr_155444135,3.605086438,6.569345995,-2.964259557,3.731145012,Peppermill Lake,
nhdhr_74926255,3.592931006,2.420800806,1.1721302,2.002939452,Gurno Lake,
nhdhr_120018752,3.592692128,3.441940633,0.1507514953,1.078970244,Lake Linka,
nhdhr_106350457,3.592548853,2.551101484,1.041447369,3.059074475,Locator Lake,
nhdhr_47717763,3.591937628,3.346337434,0.2456001942,1.352919852,Moose Lake,
nhdhr_114539869,3.581890044,3.110118864,0.4717711804,2.523932876,Bearskin Lake,
nhdhr_121860685,3.561574753,2.589391688,0.9721830649,1.799719903,Kimball Lake,
nhdhr_106374534,3.55860109,3.208916928,0.3496841623,2.056834053,Dewey Lake,
nhdhr_45730856,3.55255029,2.878196185,0.6743541055,1.103443577,Lake Union,
nhdhr_82815234,3.552360596,1.495941407,2.056419188,1.696577192,Gun Lake,
nhdhr_86281935,3.525208723,4.261502031,-0.736293308,1.260705034,First Silver Lake,
nhdhr_120018171,3.511452952,3.540444862,-0.02899191018,5.064786858,Lake Florence,
nhdhr_120019991,3.503074258,6.921362304,-3.418288046,3.486121534,Bay Lake,
nhdhr_143249464,3.492718327,4.457531846,-0.9648135192,1.125242975,Middle Genesee Lake,
nhdhr_91679105,3.488950532,3.469294916,0.01965561644,1.285711405,Robour Lake,
nhdhr_81003327,3.487688351,5.318458869,-1.830770518,2.723121675,Harriet Lake,
nhdhr_91683133,3.476953702,2.485238518,0.9917151842,1.355038531,North Lindstrom Lake,
nhdhr_120020325,3.470322728,3.824690668,-0.3543679401,3.704615494,Spider Lake,
nhdhr_120018143,3.46876247,3.496116489,-0.02735401888,2.606714298,Lake Rebecca,
nhdhr_45362093,3.451667621,7.856380831,-4.404713209,1.476671697,Cowley Lake,
nhdhr_139268654,3.445613303,3.431315581,0.01429772108,1.352658632,Forest Lake,
nhdhr_120020796,3.442881703,1.9849617,1.457920004,1.142717496,Duck Lake,
nhdhr_167258112,3.436235145,4.460559553,-1.024324408,2.907608202,Upper Gull Lake,
nhdhr_91690625,3.43237334,5.287794792,-1.855421452,2.798199882,Long Lake,
nhdhr_91574255,3.428703365,2.543364218,0.8853391471,2.127927551,Lake Washington,
nhdhr_82819488,3.420803349,2.375295303,1.045508046,1.14885851,Robinson Lake,
nhdhr_34128110,3.410273761,6.523314027,-3.113040266,1.406089115,Markham Pond,
nhdhr_91686757,3.409092393,3.778959101,-0.3698667082,1.131417193,Shields Lake,
nhdhr_120018306,3.405733497,3.090562801,0.3151706962,1.641262346,Horseshoe Lake,
nhdhr_121628055,3.396634366,5.75556046,-2.358926093,1.517957948,Crystal Lake,
nhdhr_47723887,3.390756836,4.470386959,-1.079630123,2.530957528,Rice Lake,
nhdhr_130642900,3.383004121,2.93427103,0.4487330916,1.277419204,Bear Lake,
nhdhr_121623897,3.379503873,4.532519754,-1.153015881,1.783249453,Lake Mary,
nhdhr_111726865,3.375191426,3.336554089,0.03863733681,1.298873213,Sandy Lake,
nhdhr_120019664,3.357965926,4.339230113,-0.9812641861,1.458922724,Sullivan Lake,
nhdhr_{3F74C1E9-C058-48E1-87AA-5FEF687B31E6},3.351874675,3.722800102,-0.3709254276,2.241140005,,
nhdhr_143248674,3.348349459,3.666165593,-0.3178161339,1.425671141,Friess Lake,
nhdhr_81640865,3.338085578,2.105833641,1.232251937,1.141893876,Sandy Lake,
nhdhr_70334743,3.336983338,1.979423592,1.357559747,1.546313222,Alva Lake,
nhdhr_74926287,3.333750765,3.638601394,-0.3048506289,2.425584085,Two Boys Lake,
nhdhr_34243224,3.331156507,2.411206367,0.9199501395,2.069845421,Lake Francis,
nhdhr_82819600,3.30429664,2.188339282,1.115957358,2.468039119,Stony Lake,
nhdhr_120018280,3.302396995,2.963608664,0.3387883318,1.283462331,Smoky Hollow Lake,
nhdhr_106351875,3.296471288,3.42324351,-0.1267722216,1.755599685,Tooth Lake,
nhdhr_74926805,3.293359328,1.872565426,1.420793902,3.713100675,Little Sissabagama Lake,
nhdhr_121860154,3.276406618,2.613834832,0.6625717864,1.397692062,Blue Lake,
nhdhr_167256814,3.272379162,3.482466135,-0.2100869736,1.704041594,Schneiders Lake,
nhdhr_106350513,3.265407782,4.651295613,-1.385887832,1.950571655,Quill Lake,
nhdhr_120018553,3.264152209,2.525667255,0.7384849541,1.626535069,Big Pine Lake,
nhdhr_82552852,3.25526823,3.939256628,-0.6839883973,1.808870918,Johnson Lake,
nhdhr_147293201,3.252570026,2.549328035,0.7032419917,2.41939257,Arrowwood Lake,
nhdhr_59747591,3.251779356,1.727907576,1.52387178,1.528162965,Clear Lake,
nhdhr_120019465,3.250791363,1.384753781,1.866037582,1.597197567,Heart Lake,
nhdhr_47712901,3.247314426,3.176704658,0.07060976865,1.826857154,Grant Lake,
nhdhr_34122286,3.244362273,4.51143013,-1.267067857,1.277697777,Dubay Lake,
nhdhr_80998817,3.237942287,4.761583791,-1.523641505,3.123583992,Fenske Lake,
nhdhr_91594399,3.233069646,4.627061276,-1.39399163,1.461806035,,
nhdhr_34242550,3.226681133,3.379750405,-0.153069272,1.918422237,Dudley Lake,
nhdhr_91595965,3.224300003,4.099243684,-0.8749436806,1.292405913,Courthouse Lake,
nhdhr_120020309,3.208694765,3.268833076,-0.06013831139,1.222623005,Little Green Lake,
nhdhr_45726120,3.205590145,2.968435067,0.2371550774,1.135695572,Pelican Lake,
nhdhr_120018672,3.201552362,1.181489447,2.020062915,1.131647101,Lake Moses,
nhdhr_120018080,3.19872179,7.239933631,-4.041211841,1.197551922,Savage Lake,
nhdhr_45386304,3.197846648,4.779451199,-1.581604551,1.662733371,Carnelian Lake,
nhdhr_58125937,3.191284728,2.357784964,0.8334997642,2.27987582,Lake Latoka,
nhdhr_120018641,3.187220204,2.001347594,1.185872611,2.191562802,Wright Lake,
nhdhr_91595565,3.184062205,4.093359166,-0.9092969607,2.051321211,,
nhdhr_120020520,3.177418928,3.191066871,-0.01364794254,1.485432423,,
nhdhr_87818559,3.176449465,5.62375557,-2.447306106,1.427812186,Loaine Lake,
nhdhr_120018012,3.166211317,5.536654885,-2.370443569,1.33824523,Marshan Lake,
nhdhr_120018970,3.153002424,3.797940885,-0.6449384609,1.439688764,Jack Lake,
nhdhr_120020992,3.149542728,2.774954458,0.37458827,1.387846136,Cole Lake,
nhdhr_143248388,3.147081297,3.005985546,0.1410957505,1.370313292,Pike Lake,
nhdhr_120019866,3.143623633,4.121802786,-0.9781791536,1.072222506,Swartout Lake,
nhdhr_151949390,3.14178411,2.263684049,0.8781000603,4.378874271,Red Cedar Lake,
nhdhr_45386518,3.140559003,2.606585196,0.533973807,1.435294727,School Section Lake,
nhdhr_120019708,3.140495606,4.285492199,-1.144996593,1.186767014,Malardi Lake,
nhdhr_120019573,3.139908673,1.403445147,1.736463526,1.84895204,Lake Julia,
nhdhr_120018608,3.139334009,3.780098176,-0.6407641667,1.673244356,Twin Lakes,
nhdhr_137060278,3.134742628,4.648451625,-1.513708997,2.254517529,Rock Lake,
nhdhr_32732186,3.125709277,6.06194745,-2.936238173,5.017857681,Zumbro Lake,
nhdhr_157076187,3.119321671,3.966669131,-0.8473474602,3.532809692,Dutch Hollow Lake,
nhdhr_75660023,3.117878571,2.819663084,0.2982154876,3.367671716,Weyauwega Lake,
nhdhr_34133278,3.114787877,3.735832349,-0.6210444719,1.18579063,,
nhdhr_120019680,3.10725048,1.405996209,1.701254271,1.157427451,Buffalo Lake,
nhdhr_123148177,3.105835677,6.675635669,-3.569799992,2.041310576,Annabelle Lake,
nhdhr_120018955,3.105268652,1.60440131,1.500867341,2.237976088,Grave Lake,
nhdhr_107071492,3.096957221,3.485763378,-0.3888061562,1.370271708,Majestic Lake,
nhdhr_87817835,3.088709224,2.304088222,0.7846210024,1.419514993,Sale Lake,
nhdhr_120019696,3.084521086,1.715160148,1.369360937,1.187119696,Dean Lake,
nhdhr_120019231,3.080312884,3.618108758,-0.5377958737,8.377261127,Burntside Lake,
nhdhr_86444267,3.067021238,2.620564514,0.4464567247,1.440806104,Hanging Horn Lake,
nhdhr_105231881,3.066929043,1.948787081,1.118141962,1.950361878,Lake Independence,
nhdhr_114542277,3.064243244,2.608127015,0.456116229,1.56459871,Kemo Lake,
nhdhr_120020651,3.062412153,4.510091068,-1.447678915,2.678644113,Caribou Lake,
nhdhr_69577570,3.056402009,1.670206902,1.386195107,2.359206035,,
nhdhr_120020625,3.055675108,3.919786197,-0.8641110894,1.993926918,Elbow Lake,
nhdhr_105954353,3.054182823,4.491145591,-1.436962767,4.714545482,Elbow Lake,
nhdhr_69884058,3.047919243,5.165126862,-2.117207619,2.963663228,Spider Lake,
nhdhr_59720177,3.046486621,1.425583604,1.620903017,2.417722959,Hand Lake,
nhdhr_69543777,3.04162985,4.001326997,-0.9596971469,1.952074054,Middle Eau Claire Lake,
nhdhr_120019298,3.03468291,2.357381703,0.6773012068,1.677759212,Lewis Lake,
nhdhr_76156165,3.034118517,1.740590718,1.293527799,1.087970728,Little Newton Lake,
nhdhr_120018936,3.028608947,1.656339472,1.372269476,1.140056989,Lake Thirteen,
nhdhr_159101738,3.023801296,2.198720844,0.8250804525,1.731961702,Upper Twin Lake,
nhdhr_45365413,3.02257559,3.911349655,-0.8887740652,1.549059892,,
nhdhr_123261934,3.019479438,3.793896433,-0.7744169947,2.251416057,Thief Lake,
nhdhr_87819025,3.019044417,3.633933731,-0.6148893138,1.477263443,Little Alden Lake,
nhdhr_34242920,3.01870769,2.868012877,0.1506948132,1.418240458,German Lake,
nhdhr_114539841,3.008452139,2.398507173,0.6099449657,2.649985031,McFarland Lake,
nhdhr_34242518,3.00213406,5.576776452,-2.574642392,1.0806271,Lake Volney,
nhdhr_120020061,2.999467723,1.684545886,1.314921837,1.767602798,Tenmile Lake,
nhdhr_120019012,2.998176487,2.686044583,0.3121319045,1.760879194,Child Lake,
nhdhr_82552878,2.997361593,4.316854579,-1.319492986,1.051906809,Eagle Lake,
nhdhr_75655457,2.992361883,3.254089373,-0.26172749,1.542882828,Long Lake,
nhdhr_45361143,2.991432389,2.683675358,0.3077570312,1.239273172,,
nhdhr_37648257,2.986582253,3.961047428,-0.9744651757,1.436995711,Farquar Lake,
nhdhr_120019446,2.980367487,6.078543069,-3.098175582,3.29819074,Bass Lake,
nhdhr_120018103,2.969128536,4.848926892,-1.879798355,1.080620188,Lake Hiawatha,
nhdhr_109944984,2.966266524,2.286532791,0.6797337328,1.685957828,Trappers Lake,
nhdhr_{AD0762C6-6E54-412C-A1D8-73EFCBF78069},2.952723908,1.006795354,1.945928553,4.572862955,Baldwin Lake,
nhdhr_75473371,2.95169734,1.933697521,1.017999819,1.649247717,Butternut Lake,
nhdhr_eec6bb9d-30cb-4c7d-bfc1-88e675b7d41b,2.951630089,2.908263007,0.04336708243,3.581626699,Farm Lake,
nhdhr_69544907,2.95025044,2.123163784,0.8270866556,1.807924812,Lower Eau Claire Lake,
nhdhr_34127862,2.9481297,4.893599279,-1.94546958,1.865274136,Schmidt Lake,
nhdhr_80002167,2.946012937,5.853277801,-2.907264864,2.558364909,Balsam Lake,
nhdhr_121623902,2.943474142,1.816488605,1.126985538,2.646490102,Tombeau Lake,
nhdhr_120019314,2.941552321,2.461773972,0.479778349,1.752551293,Spectacle Lake,
nhdhr_74927813,2.931770119,5.13815588,-2.20638576,1.762281525,Amacoy Lake,
nhdhr_129226201,2.929932045,3.634347528,-0.7044154833,1.554767049,Glen Lake,
nhdhr_120018314,2.929223954,3.558374768,-0.6291508143,2.135853182,Shamineau Lake,
nhdhr_129224966,2.925834623,1.775423983,1.15041064,3.189097433,Silver Lake,
nhdhr_121623188,2.923284277,4.395929184,-1.472644907,1.215023808,Booth Lake,
nhdhr_120018790,2.917039593,1.762311765,1.154727828,1.664198822,Sturgeon Lake,
nhdhr_81632962,2.908139695,2.348983296,0.5591563991,2.791343029,Camp Lake,
nhdhr_86277503,2.906184598,2.779256647,0.1269279515,1.32854817,Little McDonald Lake,
nhdhr_84590663,2.90477432,3.756723397,-0.8519490771,1.631054871,East Twin Lake,
nhdhr_120020836,2.896226689,3.500612048,-0.6043853593,1.810028981,North Long Lake,
nhdhr_120018642,2.895602492,4.903466364,-2.007863872,1.780327111,West Battle Lake,
nhdhr_68840349,2.89344267,4.506048797,-1.612606127,1.119235136,Bass Lake,
nhdhr_75651505,2.890764888,2.877622172,0.01314271652,1.29352794,Metonga Lake,
nhdhr_{61868B30-FEF4-40E3-B121-F0430D80D776},2.873394625,1.862280839,1.011113786,3.956008495,Cut Foot Sioux Lake,
nhdhr_166867876,2.873301669,4.54602701,-1.672725342,3.605683133,Daggett Lake,
nhdhr_114545117,2.871954813,2.709820388,0.162134425,2.204807729,Ninemile Lake,
nhdhr_106374264,2.867490625,3.894084301,-1.026593676,2.499180135,,
nhdhr_111725861,2.858497072,3.673802143,-0.815305071,2.137499234,Hay Lake,
nhdhr_120018639,2.856847129,2.285563984,0.571283145,2.149258872,East Battle Lake,
nhdhr_120018003,2.853769396,2.822174297,0.03159509902,2.377992681,Rondeau Lake,
nhdhr_120019469,2.849955606,3.678502276,-0.8285466701,2.063866345,Ozawindib Lake,
nhdhr_151948246,2.847101994,7.084968907,-4.237866913,2.098206959,Deep Lake,
nhdhr_120018778,2.845863368,3.361145978,-0.5152826098,1.185130112,Lake Florida,
nhdhr_120018557,2.845470299,2.7643659,0.08110439913,1.306315539,Big McDonald Lake,
